"dates";"iata"
"2024-08-28";909
"2024-08-29";908
"2024-08-30";910
"2024-08-31";915
"2024-09-01";915
"2024-09-02";915
"2024-09-03";914
"2024-09-04";915
"2024-09-05";921
"2024-09-06";934
"2024-09-07";943
"2024-09-08";943
"2024-09-09";943
"2024-09-10";946
"2024-09-11";945
"2024-09-12";947
"2024-09-13";948
"2024-09-14";940
"2024-09-15";940
"2024-09-16";940
"2024-09-17";925
"2024-09-18";926
"2024-09-19";927
"2024-09-20";931
"2024-09-21";931
"2024-09-22";931
"2024-09-23";931
"2024-09-24";931
"2024-09-25";927
"2024-09-26";919
"2024-09-27";914
"2024-09-28";909
"2024-09-29";909
"2024-09-30";914
"2024-10-01";900
"2024-10-02";900
"2024-10-03";904
"2024-10-04";907
"2024-10-05";916
"2024-10-06";916
"2024-10-07";916
"2024-10-08";925
"2024-10-09";926
"2024-10-10";930
"2024-10-11";934
"2024-10-12";932
"2024-10-13";932
"2024-10-14";932
"2024-10-15";927
"2024-10-16";928
"2024-10-17";933
"2024-10-18";940
"2024-10-19";942
"2024-10-20";942
"2024-10-21";942
"2024-10-22";954
"2024-10-23";954
"2024-10-24";951
